Record ID Number, ,NID ID,Primary Owner Type,Primary Purpose,latitude,longitude,City,County,Tract_Code,Tracts,Disadvantaged,State,Zip_Code,Congressional District,NID Height (Ft),NID Height Category,Year Completed,Year Completed Category,NID Storage (Acre-Ft),Normal Storage (Acre-Ft),Data Last Updated,Last Inspection Date,Inspection Frequency_Years,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,Tract_Code,Block_Code,,Total_Population_Tract,White_Alone_Tract,White_Alone_Tract_Pct,Black_Alone_Tract,Black_Alone_Tract_Pct,Total_Population_Block,White_Alone_Block,White_Alone_Block_Pct,Black_Alone_Block,Black_Alone_Block_PCT
72,Lower Quail Hollow Dam,SC02260,Private,Recreation,34.0161,-81.1148,West Columbia,Lexington,020506,020506Lexington,FALSE,South Carolina,29169,"South Carolina, Congressional District 02",22,Less than 25 feet,1971,1970-1979,50,20,9/11/2024,10/27/2023,2,High,Fair,10/27/2023,Yes,20506,2051,,4562,3164,69.36%,596,13.06%,50,43,86.00%,7,14.00%
73,Gresette Pond Dam,SC02522,Private,Recreation,33.6237,-80.9386,Orangeburg,Orangeburg,010902,010902Orangeburg,,South Carolina,29118,"South Carolina, Congressional District 02",13,Less than 25 feet,,Undetermined,61,38,9/15/2023,2/15/2022,3,Significant,Fair,2/15/2022,Yes,10902,1000,,6374,2016,31.63%,3795,59.54%,1,0,0.00%,0,0.00%
74,Purvis Pond Dam,SC01933,Private,Recreation,34.3243,-79.7733,Darlington,Darlington,011302,011302Darlington,,South Carolina,29532,"South Carolina, Congressional District 07",12,Less than 25 feet,1975,1970-1979,98,56,9/15/2023,11/10/2017,5,Low,Fair,11/10/2017,Not Required,11302,2027,,2275,1173,51.56%,1003,44.09%,79,43,54.43%,28,35.44%
75,Fiddlers Cove Dam,SC02426,Private,Recreation,34.8867,-83.0442,Tamassee,Oconee,030201,030201Oconee,,South Carolina,29686,"South Carolina, Congressional District 03",34,25-50 feet,1988,1980-1989,715,600,9/11/2024,6/14/2023,2,High,Fair,6/14/2023,Yes,30201,1100,,2500,2332,93.28%,9,0.36%,19,19,100.00%,0,0.00%
76,Dodds Pond Dam,SC01327,Private,Recreation,34.7979,-80.8229,Lancaster,Lancaster,011100,011100Lancaster,FALSE,South Carolina,29720,"South Carolina, Congressional District 05",17,Less than 25 feet,1958,1950-1959,76,56,9/15/2023,9/7/2017,5,Low,Poor,9/7/2017,Not Required,11100,1006,,5190,3461,66.69%,1364,26.28%,53,50,94.34%,1,1.89%
77,Williamsons Pond Dam,SC02127,Private,Recreation,33.4486,-81.1042,Norway,Orangeburg,011801,011801Orangeburg,,South Carolina,29113,"South Carolina, Congressional District 02",13,Less than 25 feet,1953,1950-1959,84,40,9/15/2023,7/17/2017,5,Low,Poor,7/17/2017,Not Required,11801,1015,,993,568,57.20%,370,37.26%,23,7,30.43%,14,60.87%
78,Gibson Pond Dam,SC02160,Private,Irrigation,35.0445,-80.9798,Fort Mill,York,061011,061011York,,South Carolina,29708,"South Carolina, Congressional District 05",24,Less than 25 feet,1957,1950-1959,81.7,47,9/11/2024,12/11/2023,2,High,Fair,12/11/2023,Yes,61011,2005,,8633,5595,64.81%,905,10.48%,1407,956,67.95%,124,8.81%
79,Lake Elliott Dam,SC02158,Private,Irrigation,35.0169,-80.9708,Fort Mill,York,061004,061004York,FALSE,South Carolina,29708,"South Carolina, Congressional District 05",20,Less than 25 feet,1949,1940-1949,57,29,9/11/2024,12/4/2023,2,High,Fair,12/4/2023,No,61004,2007,,9513,7388,77.66%,878,9.23%,214,197,92.06%,8,3.74%
80,Little River WCD Dam 14,SC02392,Private,Flood Risk Reduction,34.5144,-82.0129,Laurens,Laurens,920504,920504Laurens,,South Carolina,29360,"South Carolina, Congressional District 03",27,25-50 feet,1988,1980-1989,104,13.1,9/15/2023,9/19/2017,5,Low,Fair,9/19/2017,Not Required,920504,3031,,3081,1991,64.62%,779,25.28%,0,0,0.00%,0,0.00%
81,Garrison Pond Dam,SC01746,Private,Recreation,34.7417,-82.4228,Piedmont,Greenville,003500,003500Greenville,FALSE,South Carolina,29673,"South Carolina, Congressional District 04",19,Less than 25 feet,1968,1960-1969,88,71,9/15/2023,5/8/2017,5,Low,Poor,5/8/2017,Not Required,3500,1038,,2870,1361,47.42%,974,33.94%,129,95,73.64%,20,15.50%
82,Old Still Dam,SC03562,Private,Recreation,34.1052,-80.8885,Columbia,Richland,011413,011413Richland,FALSE,South Carolina,29223,"South Carolina, Congressional District 02",16,Less than 25 feet,,Undetermined,33,22,9/15/2023,1/27/2023,2,High,Fair,1/27/2023,Yes,11413,4013,,9125,4056,44.45%,3517,38.54%,30,13,43.33%,0,0.00%
83,Edwards/Kendall Dam,SC00031,Private,Recreation,34.7042,-79.9938,Cheraw,Chesterfield,950501,950501Chesterfield,TRUE,South Carolina,29520,"South Carolina, Congressional District 07",18,Less than 25 feet,1945,1940-1949,285,155,9/15/2023,10/23/2017,5,Low,Poor,10/23/2017,Not Required,950501,2042,,2034,911,44.79%,956,47.00%,0,0,0.00%,0,0.00%
84,Cypress Woods Corp Dam 3,SC00985,Private,Recreation,32.5354,-80.9876,Ridgeland,Jasper,950100,950100Jasper,TRUE,South Carolina,29936,"South Carolina, Congressional District 06",20,Less than 25 feet,1900,1900-1909,296,104,9/15/2023,12/1/2017,5,Low,Poor,12/1/2017,Not Required,950100,1092,,5047,2398,47.51%,2076,41.13%,94,79,84.04%,10,10.64%
85,L E Pence Dam,SC00659,Private,Recreation,34.6779,-79.6161,McColl,Marlboro,960400,960400Marlboro,TRUE,South Carolina,29570,"South Carolina, Congressional District 07",14,Less than 25 feet,1900,1900-1909,116,51,9/15/2023,11/8/2017,5,Low,Poor,11/8/2017,Not Required,960400,1053,,4393,2238,50.94%,1226,27.91%,1,0,0.00%,0,0.00%
86,Yonce Pond Dam,SC01117,Local Government,Recreation,33.6959,-81.859,Trenton,Edgefield,970400,970400Edgefield,TRUE,South Carolina,29847,"South Carolina, Congressional District 03",26,25-50 feet,1978,1970-1979,61,46,9/15/2023,8/1/2017,5,Low,Poor,8/1/2017,Not Required,970400,3011,,3323,1648,49.59%,1364,41.05%,40,38,95.00%,2,5.00%
87,Thornley Pond Dam,SC00959,Private,Recreation,33.2179,-80.0113,Moncks Corner,Berkeley,020504,020504Berkeley,FALSE,South Carolina,29461,"South Carolina, Congressional District 01",14,Less than 25 feet,1940,1940-1949,156,56,9/11/2024,3/19/2024,2,High,Fair,3/19/2024,No,20504,2006,,4151,2167,52.20%,1714,41.29%,200,54,27.00%,145,72.50%
88,Gilbert Lake Dam,SC00615,Private,Irrigation,34.3937,-79.9549,Darlington,Darlington,010902,010902Darlington,,South Carolina,29540,"South Carolina, Congressional District 07",9,Less than 25 feet,1950,1950-1959,128,65,9/15/2023,11/2/2017,5,Low,Fair,11/2/2017,Not Required,10902,1006,,3159,1741,55.11%,1245,39.41%,2,1,50.00%,1,50.00%
89,Graniteville CO Dam 2,SC00319,Private,Recreation,33.6108,-81.8253,Graniteville,Aiken,020401,020401Aiken,,South Carolina,29829,"South Carolina, Congressional District 02",37,25-50 feet,1970,1970-1979,265,135,9/15/2023,8/10/2017,5,Low,Poor,8/10/2017,Not Required,20401,2011,,7216,4146,57.46%,2101,29.12%,0,0,0.00%,0,0.00%
90,Lyman Lake Dam,SC00737,Local Government,Recreation,34.9822,-82.1938,Lyman,Spartanburg,023201,023201Spartanburg,FALSE,South Carolina,29365,"South Carolina, Congressional District 04",43,25-50 feet,1955,1950-1959,12245,5755,9/15/2023,5/18/2023,2,High,Fair,5/18/2023,Yes,23201,2008,,4034,3276,81.21%,281,6.97%,0,0,0.00%,0,0.00%
91,Cane Creek WCD Dam 7,SC00123,Private,Flood Risk Reduction,34.7795,-80.6958,Lancaster,Lancaster,011002,011002Lancaster,TRUE,South Carolina,29720,"South Carolina, Congressional District 05",53,51-100 feet,1973,1970-1979,1916,135,9/11/2024,3/20/2024,2,High,Fair,3/20/2024,No,11002,2028,,4474,3509,78.43%,610,13.63%,59,43,72.88%,3,5.08%
92,Big Coldstream Dam,SC00219,Local Government,Recreation,34.057,-81.1912,Columbia,Lexington,021116,021116Lexington,FALSE,South Carolina,29212,"South Carolina, Congressional District 02",18,Less than 25 feet,1974,1970-1979,197,60,9/15/2023,10/26/2022,3,Significant,Fair,10/26/2022,Yes,21116,2020,,3183,2165,68.02%,620,19.48%,33,29,87.88%,1,3.03%
93,Mullers Lake,SC00076,Private,Recreation,34.2286,-81.0191,Blythewood,Richland,010200,010200Richland,TRUE,South Carolina,29016,"South Carolina, Congressional District 02",26,25-50 feet,1960,1960-1969,168,108,9/15/2023,10/28/2021,3,Significant,Fair,10/28/2021,Yes,10200,1030,,6066,2910,47.97%,2676,44.11%,0,0,0.00%,0,0.00%
94,Welton Corp Dam 1,SC01045,Private,Recreation,32.2928,-80.8622,Bluffton,Beaufort,002201,002201Beaufort,FALSE,South Carolina,29910,"South Carolina, Congressional District 01",8,Less than 25 feet,1952,1950-1959,372,192,9/15/2023,11/13/2017,5,Low,Fair,11/13/2017,Not Required,2201,1029,,7620,6802,89.27%,258,3.39%,85,84,98.82%,1,1.18%
95,Pooles Upper Millpond Dam,SC00162,Private,Recreation,33.6949,-81.1823,Swansea,Lexington,020904,020904Lexington,TRUE,South Carolina,29160,"South Carolina, Congressional District 02",14,Less than 25 feet,1929,1920-1929,273,77,9/15/2023,12/30/2022,2,High,Fair,12/30/2022,No,20904,1043,,2974,2431,81.74%,247,8.31%,0,0,0.00%,0,0.00%
96,Wildewood Pond Dam 2,SC00100,Private,Flood Risk Reduction,34.0967,-80.8864,Columbia,Richland,011413,011413Richland,FALSE,South Carolina,29223,"South Carolina, Congressional District 02",22,Less than 25 feet,1963,1960-1969,281,227,9/11/2024,8/1/2023,2,High,Fair,8/1/2023,Yes,11413,4017,,9125,4056,44.45%,3517,38.54%,86,59,68.60%,14,16.28%
97,Friddle Lake Dam,SC00018,Private,Recreation,35.1262,-82.5362,Marietta,Greenville,004102,004102Greenville,FALSE,South Carolina,29661,"South Carolina, Congressional District 04",37,25-50 feet,1960,1960-1969,156,120,9/11/2024,6/13/2024,2,High,Fair,6/13/2024,Yes,4102,1009,,1069,992,92.80%,7,0.65%,11,11,100.00%,0,0.00%
98,Kathleen S Collum Dam,SC00313,Private,Recreation,33.8215,-81.6085,Monetta,Aiken,020100,020100Aiken,FALSE,South Carolina,29105,"South Carolina, Congressional District 02",22,Less than 25 feet,1958,1950-1959,117,72,9/15/2023,12/13/2022,5,Low,Poor,12/13/2022,Not Required,20100,4011,,4877,3203,65.68%,1012,20.75%,112,9,8.04%,93,83.04%
99,Fredericksburg Lake Dam,SC00489,Private,Recreation,34.1939,-80.6906,Lugoff,Kershaw,970905,970905Kershaw,FALSE,South Carolina,29078,"South Carolina, Congressional District 05",14,Less than 25 feet,1975,1970-1979,187,140,9/11/2024,1/25/2023,3,Significant,Fair,1/25/2023,No,970905,2017,,2913,2242,76.97%,384,13.18%,17,13,76.47%,2,11.76%
100,Michael Laughlin Dam,SC00327,Private,Recreation,33.6389,-81.5815,Aiken,Aiken,020200,020200Aiken,FALSE,South Carolina,29805,"South Carolina, Congressional District 02",25,25-50 feet,1968,1960-1969,524,181,9/15/2023,5/8/2023,2,High,Fair,5/8/2023,No,20200,1011,,5910,4357,73.72%,964,16.31%,29,16,55.17%,11,37.93%
101,Julia Dubose Pond Dam,SC00323,Private,Recreation,33.6265,-81.6718,Aiken,Aiken,020200,020200Aiken,FALSE,South Carolina,29805,"South Carolina, Congressional District 02",16,Less than 25 feet,1960,1960-1969,110,52,9/15/2023,8/10/2017,5,Low,Poor,8/10/2017,Not Required,20200,2018,,5910,4357,73.72%,964,16.31%,443,384,86.68%,49,11.06%
102,Beaverdam-Warrior Creek WCD Dam 4,SC02056,Private,Flood Risk Reduction,34.5942,-82.01,Gray Court,Laurens,920501,920501Laurens,FALSE,South Carolina,29645,"South Carolina, Congressional District 03",38,25-50 feet,1974,1970-1979,671,85,9/11/2024,3/14/2024,3,Significant,Fair,3/14/2024,Yes,920501,1039,,1799,1318,73.26%,349,19.40%,0,0,0.00%,0,0.00%
103,Clyde W Kinard Dam,SC01004,Private,Recreation,32.9046,-81.0367,Hampton,Hampton,920201,920201Hampton,,South Carolina,29924,"South Carolina, Congressional District 06",21,Less than 25 feet,1952,1950-1959,282,188,9/15/2023,11/30/2017,5,Low,Poor,11/30/2017,Not Required,920201,1017,,3663,1463,39.94%,2035,55.56%,63,60,95.24%,3,4.76%
104,Cedar Creek Plantation Dam,SCD5028,Private,Recreation,34.5478,-80.7803,Heath Springs,Lancaster,010300,010300Lancaster,FALSE,South Carolina,29058,"South Carolina, Congressional District 05",19,Less than 25 feet,,Undetermined,52,,9/15/2023,,5,Low,,,Not Required,10300,4057,,5385,3731,69.29%,1363,25.31%,20,13,65.00%,6,30.00%
105,Shaffer Pond Dam,SC02502,Private,Recreation,33.3929,-80.8493,Rowesville,Orangeburg,010601,010601Orangeburg,,South Carolina,29133,"South Carolina, Congressional District 06",18,Less than 25 feet,,Undetermined,72,37,9/15/2023,7/10/2017,5,Low,Fair,7/10/2017,Not Required,10601,1066,,1067,380,35.61%,623,58.39%,0,0,0.00%,0,0.00%
106,Danny Cox Dam,SC02703,Private,"Fire Protection, Stock, Or Small Fish Pond",34.9293,-82.6248,Easley,Pickens,010502,010502Pickens,TRUE,South Carolina,29640,"South Carolina, Congressional District 03",27,25-50 feet,1994,1990-1999,36,15,9/15/2023,11/9/2022,2,High,Fair,11/9/2022,No,10502,1000,,3482,3116,89.49%,132,3.79%,46,41,89.13%,0,0.00%
107,We Morris Dam,SC02237,Private,Debris Control,35.0858,-82.0884,Inman,Spartanburg,022803,022803Spartanburg,,South Carolina,29349,"South Carolina, Congressional District 04",25,25-50 feet,1967,1960-1969,50,42,9/15/2023,5/22/2017,5,Low,Poor,5/22/2017,Not Required,22803,1025,,2054,1883,91.67%,43,2.09%,90,87,96.67%,0,0.00%
108,Lewis Pond Dam,SC02001,Private,Recreation,33.7985,-78.7422,Myrtle Beach,Horry,040500,040500Horry,FALSE,South Carolina,29572,"South Carolina, Congressional District 07",7,Less than 25 feet,1960,1960-1969,78,18,9/15/2023,12/6/2017,5,Low,Fair,12/6/2017,Not Required,40500,1012,,3803,3282,86.30%,190,5.00%,214,195,91.12%,2,0.93%
109,Lake Terry Dam,SC01910,Local Government,Water Supply,34.6961,-80.4314,Jefferson,Chesterfield,950200,950200Chesterfield,TRUE,South Carolina,29718,"South Carolina, Congressional District 07",41,25-50 feet,1976,1970-1979,1300,1102,9/11/2024,11/27/2023,3,Significant,Fair,11/27/2023,Yes,950200,3014,,4113,2801,68.10%,964,23.44%,50,31,62.00%,11,22.00%
110,Lee Nuclear Dam 2,SC02832,Private,Other,35.0325,-81.5181,Gaffney,Cherokee,970503,970503Cherokee,TRUE,South Carolina,29340,"South Carolina, Congressional District 05",34,25-50 feet,,Undetermined,125,100,9/15/2023,8/31/2017,5,Low,Fair,8/31/2017,Not Required,970503,1030,,1231,1098,89.20%,40,3.25%,10,6,60.00%,0,0.00%
111,Dr Bobby L Crosby Dam,SC02811,Private,Irrigation,34.2033,-82.3274,Abbeville,Abbeville,950402,950402Abbeville,,South Carolina,29620,"South Carolina, Congressional District 03",28,25-50 feet,2001,Since 2000,16,7.8,9/15/2023,10/2/2017,5,Low,Poor,10/2/2017,Not Required,950402,2015,,2628,1967,74.85%,527,20.05%,58,39,67.24%,15,25.86%
112,Fairview Lake,SC01794,Private,Recreation,34.7005,-82.248,Simpsonville,Greenville,003013,003013Greenville,FALSE,South Carolina,29680,"South Carolina, Congressional District 03",18,Less than 25 feet,1959,1950-1959,65,53,9/15/2023,5/16/2023,2,High,Fair,5/16/2023,No,3013,1001,,8256,5187,62.83%,1763,21.35%,781,591,75.67%,143,18.31%
113,Camp Daniels Pond Dam,SC01575,State,Recreation,33.5524,-80.5136,Elloree,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29047,"South Carolina, Congressional District 06",14,Less than 25 feet,1950,1950-1959,73,36,9/15/2023,2/26/2017,5,Low,Fair,2/26/2017,Not Required,950400,2002,,3112,1817,58.39%,1130,36.31%,262,215,82.06%,41,15.65%
114,Jackson-Mill Creek WCD Dam 2,SC01204,Private,Flood Risk Reduction,34.3741,-81.1446,Winnsboro,Fairfield,960501,960501Fairfield,,South Carolina,29180,"South Carolina, Congressional District 05",38,25-50 feet,1975,1970-1979,1611,163,9/10/2024,4/26/2017,5,Low,Fair,4/26/2017,Yes,960501,1011,,2292,1024,44.68%,1171,51.09%,12,0,0.00%,11,91.67%
115,Edwards Pond Dam,SC01579,Private,Recreation,33.6001,-80.6411,Cameron,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29030,"South Carolina, Congressional District 06",18,Less than 25 feet,1950,1950-1959,79,41,9/15/2023,3/10/2017,5,Low,Fair,3/10/2017,Not Required,950400,2015,,3112,1817,58.39%,1130,36.31%,6,0,0.00%,6,100.00%
116,Becker Pond Dam,SC02085,Private,Debris Control,34.6244,-79.7668,Bennettsville,Marlboro,960302,960302Marlboro,TRUE,South Carolina,29512,"South Carolina, Congressional District 07",12,Less than 25 feet,1950,1950-1959,216,138,9/15/2023,11/17/2022,2,High,Poor,11/17/2022,No,960302,2101,,4875,1757,36.04%,2859,58.65%,6,4,66.67%,0,0.00%
117,Middendorf Pond Dam,SC01887,State,Recreation,34.5428,-80.1468,Patrick,Chesterfield,950701,950701Chesterfield,,South Carolina,29584,"South Carolina, Congressional District 07",20,Less than 25 feet,1970,1970-1979,73,48,9/15/2023,10/24/2017,5,Low,Poor,10/24/2017,Not Required,950701,3021,,3454,2854,82.63%,207,5.99%,9,2,22.22%,2,22.22%
118,Charles Max Laye Dam,SC02671,Private,Fish and Wildlife Pond,34.5123,-82.2864,Honea Path,Greenville,003202,003202Greenville,FALSE,South Carolina,29654,"South Carolina, Congressional District 03",38,25-50 feet,1994,1990-1999,40,30,9/15/2023,3/22/2023,3,Significant,Fair,3/22/2023,Yes,3202,1051,,3620,3162,87.35%,167,4.61%,43,42,97.67%,0,0.00%
119,Harbison New Town Lake,SC01280,Private,Recreation,34.0773,-81.1482,Columbia,Richland,010304,010304Richland,TRUE,South Carolina,29212,"South Carolina, Congressional District 02",23,Less than 25 feet,1977,1970-1979,156,61,9/11/2024,3/18/2024,2,High,Fair,3/18/2024,Yes,10304,3023,,7646,3001,39.25%,3755,49.11%,897,383,42.70%,421,46.93%
120,Clarks Pond Dam,SC01276,Private,Other,34.1294,-80.8934,Columbia,Richland,011418,011418Richland,FALSE,South Carolina,29223,"South Carolina, Congressional District 02",10,Less than 25 feet,1960,1960-1969,100,100,9/15/2023,3/23/2017,5,Low,Fair,3/23/2017,Not Required,11418,2015,,4146,1682,40.57%,2025,48.84%,636,194,30.50%,413,64.94%
121,Yonce Pond Dam,SC02054,Private,Recreation,34.4698,-81.7706,Clinton,Laurens,920600,920600Laurens,TRUE,South Carolina,29325,"South Carolina, Congressional District 03",19,Less than 25 feet,1953,1950-1959,51,36,9/15/2023,9/25/2017,5,Low,Poor,9/25/2017,Not Required,920600,2054,,4264,3011,70.61%,1020,23.92%,7,3,42.86%,2,28.57%
122,Inman Mills Riverdale Dam,SC02487,Private,Other,34.6503,-81.96,Enoree,Spartanburg,023700,023700Spartanburg,TRUE,South Carolina,29335,"South Carolina, Congressional District 04",12,Less than 25 feet,,Undetermined,170,150,9/15/2023,6/26/2017,5,Low,Not Rated,6/26/2017,Not Required,23700,3062,,4304,3567,82.88%,323,7.50%,0,0,0.00%,0,0.00%
123,Smoak Pond Dam,SC02428,Private,Recreation,33.5214,-80.8718,Orangeburg,Orangeburg,011000,011000Orangeburg,FALSE,South Carolina,29118,"South Carolina, Congressional District 06",21,Less than 25 feet,,Undetermined,48,40,9/15/2023,4/11/2023,2,High,Poor,4/11/2023,Yes,11000,2022,,5905,1214,20.56%,4161,70.47%,56,22,39.29%,33,58.93%
124,Hanson Aggregates Brewer Upper Dam,SC02792,Private,Tailings,34.7086,-80.3282,Pageland,Chesterfield,950200,950200Chesterfield,TRUE,South Carolina,29728,"South Carolina, Congressional District 07",53,51-100 feet,1999,1990-1999,15000,10000,9/10/2024,10/24/2017,5,Low,Fair,10/24/2017,Not Required,950200,1012,,4113,2801,68.10%,964,23.44%,26,15,57.69%,5,19.23%
125,Duncan Creek WCD Dam 5,SC00251,Private,Flood Risk Reduction,34.5379,-81.8996,Clinton,Laurens,920600,920600Laurens,TRUE,South Carolina,29325,"South Carolina, Congressional District 03",43,25-50 feet,1969,1960-1969,790,119,9/15/2023,9/25/2017,5,Low,Fair,9/25/2017,Not Required,920600,1023,,4264,3011,70.61%,1020,23.92%,84,82,97.62%,2,2.38%
126,Charlie Holmes Pond Dam,SC01139,Private,Recreation,33.7908,-81.7555,Johnston,Edgefield,970300,970300Edgefield,TRUE,South Carolina,29832,"South Carolina, Congressional District 03",17,Less than 25 feet,1928,1920-1929,242,125,9/15/2023,7/26/2017,5,Low,Poor,7/26/2017,Not Required,970300,3009,,4147,1831,44.15%,1829,44.10%,7,5,71.43%,0,0.00%
127,Booths Pond Dam,SC01415,Local Government,Recreation,33.9764,-80.4394,Dalzell,Sumter,000202,000202Sumter,FALSE,South Carolina,29040,"South Carolina, Congressional District 05",18,Less than 25 feet,1900,1900-1909,297,162,9/15/2023,4/19/2017,5,Low,Poor,4/19/2017,Not Required,202,3056,,6858,3024,44.09%,3030,44.18%,9,1,11.11%,0,0.00%
128,Perrow Pond Dam,SC02287,Private,Recreation,33.6238,-80.6872,Saint Matthews,Calhoun,950400,950400Calhoun,TRUE,South Carolina,29135,"South Carolina, Congressional District 06",15,Less than 25 feet,,Undetermined,51.2,39,9/15/2023,3/1/2017,5,Low,Poor,3/1/2017,Not Required,950400,2025,,3112,1817,58.39%,1130,36.31%,9,5,55.56%,2,22.22%
129,Hill Pond Dam,SC01410,Private,Recreation,34.0061,-80.3639,Sumter,Sumter,000401,000401Sumter,,South Carolina,29153,"South Carolina, Congressional District 05",10,Less than 25 feet,1955,1950-1959,119,65,9/15/2023,4/18/2017,5,Low,Poor,4/18/2017,Not Required,401,2000,,5856,2436,41.60%,2735,46.70%,248,155,62.50%,85,34.27%
130,Herndons Pond Dam,SC01459,Private,Recreation,33.1807,-80.3942,Dorchester,Dorchester,010302,010302Dorchester,,South Carolina,29437,"South Carolina, Congressional District 06",12,Less than 25 feet,1940,1940-1949,50,22,9/15/2023,3/14/2023,3,Significant,Fair,3/14/2023,Yes,10302,3030,,3433,2002,58.32%,1220,35.54%,29,9,31.03%,18,62.07%
131,Turners Pond Dam,SC01633,Private,Recreation,33.3075,-81.1708,Denmark,Bamberg,960102,960102Bamberg,,South Carolina,29042,"South Carolina, Congressional District 06",16,Less than 25 feet,1954,1950-1959,112,64,9/11/2024,2/20/2024,3,Significant,Fair,2/20/2024,Yes,960102,1021,,3312,298,9.00%,2924,88.29%,16,1,6.25%,14,87.50%
132,Mccains Pond Dam,SC01628,Private,Recreation,33.3473,-81.1322,Denmark,Bamberg,960101,960101Bamberg,,South Carolina,29042,"South Carolina, Congressional District 06",14,Less than 25 feet,1968,1960-1969,50,32,9/15/2023,1/4/2021,5,Low,Poor,1/4/2021,Not Required,960101,1012,,1469,527,35.87%,895,60.93%,43,29,67.44%,14,32.56%
133,Taylors Pond Dam,SC01344,Private,Recreation,34.5144,-80.5952,Kershaw,Lancaster,010202,010202Lancaster,,South Carolina,29067,"South Carolina, Congressional District 05",18,Less than 25 feet,1963,1960-1969,54,39,9/15/2023,10/18/2017,5,Low,Fair,10/18/2017,Not Required,10202,3048,,4002,2969,74.19%,805,20.11%,5,4,80.00%,1,20.00%
134,Sandy Beaver Pond Dam,SC02321,Private,Other,33.6969,-82.1279,Clarks Hill,Edgefield,970201,970201Edgefield,TRUE,South Carolina,29821,"South Carolina, Congressional District 03",25,25-50 feet,1988,1980-1989,31,18,9/15/2023,7/24/2017,5,Low,Poor,7/24/2017,Not Required,970201,2036,,1800,1292,71.78%,427,23.72%,29,29,100.00%,0,0.00%
